Date,Open,High,Low,Close,Adj Close,Volume
2024-01-01,21727.75,21834.349609375,21680.849609375,21741.900390625,21741.900390625,154000
2024-01-02,21751.349609375,21755.599609375,21555.650390625,21665.80078125,21665.80078125,263700
2024-01-03,21661.099609375,21677.0,21500.349609375,21517.349609375,21517.349609375,311900
2024-01-04,21605.80078125,21685.650390625,21564.55078125,21658.599609375,21658.599609375,339200
2024-01-05,21705.75,21749.599609375,21629.19921875,21710.80078125,21710.80078125,309300
2024-01-08,21747.599609375,21763.94921875,21492.900390625,21513.0,21513.0,231500
2024-01-09,21653.599609375,21724.44921875,21517.849609375,21544.849609375,21544.849609375,228600
2024-01-10,21529.30078125,21641.849609375,21448.650390625,21618.69921875,21618.69921875,217000
2024-01-11,21688.0,21726.5,21593.75,21647.19921875,21647.19921875,212500
2024-01-12,21773.55078125,21928.25,21715.150390625,21894.55078125,21894.55078125,294700
2024-01-15,22053.150390625,22115.55078125,21963.55078125,22097.44921875,22097.44921875,345500
2024-01-16,22080.5,22124.150390625,21969.80078125,22032.30078125,22032.30078125,292400
2024-01-17,21647.25,21851.5,21550.44921875,21571.94921875,21571.94921875,456000
2024-01-18,21414.19921875,21539.400390625,21285.55078125,21462.25,21462.25,387300
2024-01-19,21615.19921875,21670.599609375,21575.0,21622.400390625,21622.400390625,343100
2024-01-23,21716.69921875,21750.25,21192.599609375,21238.80078125,21238.80078125,449700
2024-01-24,21185.25,21482.349609375,21137.19921875,21453.94921875,21453.94921875,407500
2024-01-25,21454.599609375,21459.0,21247.05078125,21352.599609375,21352.599609375,418100
2024-01-29,21433.099609375,21763.25,21429.599609375,21737.599609375,21737.599609375,376700
2024-01-30,21775.75,21813.05078125,21501.80078125,21522.099609375,21522.099609375,375100
2024-01-31,21487.25,21741.349609375,21448.849609375,21725.69921875,21725.69921875,410600
2024-02-01,21780.650390625,21832.94921875,21658.75,21697.44921875,21697.44921875,332500
2024-02-02,21812.75,22126.80078125,21805.55078125,21853.80078125,21853.80078125,442800
2024-02-05,21921.05078125,21964.30078125,21726.94921875,21771.69921875,21771.69921875,440800
2024-02-06,21825.19921875,21951.400390625,21737.55078125,21929.400390625,21929.400390625,371000
2024-02-07,22045.05078125,22053.30078125,21860.150390625,21930.5,21930.5,346300
2024-02-08,22009.650390625,22011.05078125,21665.30078125,21717.94921875,21717.94921875,491100
2024-02-09,21727.0,21804.44921875,21629.900390625,21782.5,21782.5,349200
2024-02-12,21800.80078125,21831.69921875,21574.75,21616.05078125,21616.05078125,287400
2024-02-13,21664.30078125,21766.80078125,21543.349609375,21743.25,21743.25,365800
2024-02-14,21578.150390625,21870.849609375,21530.19921875,21840.05078125,21840.05078125,359100
2024-02-15,21906.55078125,21953.849609375,21794.80078125,21910.75,21910.75,345400
2024-02-16,22020.30078125,22068.650390625,21968.94921875,22040.69921875,22040.69921875,343900
2024-02-19,22103.44921875,22186.650390625,22021.05078125,22122.25,22122.25,0
2024-02-20,22099.19921875,22215.599609375,22045.849609375,22196.94921875,22196.94921875,295700
2024-02-21,22248.849609375,22249.400390625,21997.94921875,22055.05078125,22055.05078125,364500
2024-02-22,22081.55078125,22252.5,21875.25,22217.44921875,22217.44921875,343500
2024-02-23,22290.0,22297.5,22186.099609375,22212.69921875,22212.69921875,226000
2024-02-26,22169.19921875,22202.150390625,22075.150390625,22122.05078125,22122.05078125,207800
2024-02-27,22090.19921875,22218.25,22085.650390625,22198.349609375,22198.349609375,252200
2024-02-28,22214.099609375,22229.150390625,21915.849609375,21951.150390625,21951.150390625,203000
2024-02-29,21935.19921875,22060.55078125,21860.650390625,21982.80078125,21982.80078125,360200
2024-03-01,22048.30078125,22353.30078125,22047.75,22338.75,22338.75,351500
2024-03-04,22403.5,22440.900390625,22358.30078125,22405.599609375,22405.599609375,298800
2024-03-05,22371.25,22416.900390625,22269.150390625,22356.30078125,22356.30078125,296200
2024-03-06,22327.5,22497.19921875,22224.349609375,22474.05078125,22474.05078125,312300
2024-03-07,22505.30078125,22525.650390625,22430.0,22493.55078125,22493.55078125,379900
2024-03-11,22517.5,22526.599609375,22307.25,22332.650390625,22332.650390625,277900
2024-03-12,22334.44921875,22452.55078125,22256.0,22335.69921875,22335.69921875,299200
2024-03-13,22432.19921875,22446.75,21905.650390625,21997.69921875,21997.69921875,493300
2024-03-14,21982.55078125,22204.599609375,21917.5,22146.650390625,22146.650390625,426700
